blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueWins
16,3,0,6,2,0,0,18254,247,47,1
38,3,0,4,7,0,0,18890,208,68,0
17,4,0,7,5,0,0,18539,220,67,0
18,0,0,9,8,1,0,17777,212,52,1
16,2,1,12,6,1,0,19979,242,48,1
17,5,1,7,8,0,0,17100,203,47,0
9,2,1,6,5,1,1,19622,238,61,0
15,1,1,9,4,0,0,17672,236,28,1
80,15,1,10,6,0,0,17892,204,47,1
15,1,1,7,0,1,0,18984,236,64,1
16,2,0,2,7,1,1,17499,229,56,0
52,3,0,8,5,2,1,19201,234,71,1
37,3,0,1,5,1,1,17592,251,55,1
16,1,1,5,1,1,0,19109,221,60,0
17,3,1,6,5,0,0,18210,251,64,0
33,5,1,4,4,1,0,17691,235,53,0
18,3,0,1,5,1,0,18462,233,72,0
17,4,1,11,2,1,1,20858,244,60,1
37,5,0,2,9,0,0,16982,208,44,0
13,3,0,5,5,0,0,17896,206,55,0
12,3,1,15,4,0,0,19032,250,28,1
17,3,0,9,9,1,0,18411,219,33,1
14,4,0,13,6,1,1,19936,240,56,1
18,5,0,0,3,0,0,16957,229,54,1
16,0,0,3,4,1,1,17001,208,59,0
15,5,0,5,8,0,0,16747,230,43,0
19,3,1,4,2,1,1,17420,216,65,1
13,3,0,6,10,1,0,18734,226,56,1
21,4,0,7,7,0,0,19522,225,60,1
16,3,1,6,7,1,0,18821,226,63,1
15,2,1,11,3,1,0,18905,208,44,1
20,1,0,3,5,0,0,14661,180,36,0
11,3,0,10,6,1,1,20361,246,52,1
14,4,0,9,6,1,1,19492,214,52,1
17,2,0,6,6,0,0,18106,216,55,1
39,6,1,6,3,1,0,17888,205,61,1
22,3,0,4,7,1,1,18177,234,47,0
15,2,1,10,4,1,0,19486,238,59,1
13,1,1,11,1,1,0,21261,209,68,1
11,2,1,8,3,0,0,18793,231,61,1
17,3,0,7,10,1,1,17469,177,51,1
105,2,0,3,8,0,0,17818,198,56,0
19,2,1,6,7,0,0,17256,190,48,0
29,1,1,3,6,2,1,16655,201,44,1
83,2,1,5,5,0,0,18547,225,50,0
15,0,1,7,8,0,0,17700,228,34,0
16,3,0,3,16,0,0,15129,207,30,0
20,22,0,3,11,0,0,14048,164,39,0
45,18,1,8,9,0,0,17922,226,39,0
21,2,0,3,4,0,0,16773,212,37,1
22,2,0,12,9,1,1,17873,208,56,0
16,7,0,4,9,1,1,16288,219,45,0
16,2,1,11,4,1,0,20351,237,52,1
15,3,0,7,9,0,0,17598,206,46,0
15,2,1,6,3,1,0,19787,251,73,1
18,3,0,3,7,0,0,16073,203,21,1
16,4,0,11,2,1,0,18459,221,52,1
12,3,0,4,7,1,0,18599,229,52,1
36,5,0,2,7,1,1,18355,236,59,0
18,2,1,9,6,1,0,18560,210,60,1
17,2,0,4,7,0,0,18471,240,57,1
17,5,1,9,1,1,0,19350,253,56,1
12,2,0,3,8,1,0,16446,203,55,0
81,0,1,3,2,1,1,19033,251,56,0
16,3,0,2,6,0,0,16214,215,28,0
14,2,1,9,3,1,0,18891,260,49,1
21,4,1,10,3,2,1,19603,235,47,1
17,3,1,6,5,0,0,19426,233,62,1
16,4,0,10,5,1,1,19642,235,48,0
13,4,1,12,7,1,0,18730,219,60,1
17,1,0,4,5,1,0,18597,233,60,0
55,2,1,7,2,1,0,19234,229,52,1
31,2,1,12,11,0,0,18934,220,43,1
17,2,0,5,7,1,1,17384,206,45,0
18,4,1,5,5,0,0,18962,245,59,0
16,4,0,4,9,0,0,16350,226,46,0
16,4,0,3,5,0,0,15917,174,44,0
14,7,0,3,6,0,0,17701,231,59,0
14,3,1,8,3,1,0,16837,178,44,0
17,4,0,7,8,1,0,17830,204,47,0
19,4,1,8,7,2,1,18340,227,65,1
18,1,0,0,8,0,0,15367,208,52,0
13,4,1,6,5,0,0,18228,216,48,0
43,4,0,5,8,0,0,19302,240,64,1
16,3,0,8,8,2,1,16065,202,40,1
14,1,1,9,4,0,0,18057,205,56,1
82,4,1,9,5,2,1,19789,200,52,1
14,0,1,10,9,0,0,17747,188,40,1
16,1,1,12,13,0,0,16927,162,41,1
15,1,1,6,6,1,1,18153,223,45,0
17,2,0,9,7,1,0,17077,233,40,1
15,5,0,4,3,0,0,19845,225,64,1
19,2,0,2,8,0,0,16354,198,43,0
15,1,1,5,3,1,0,18152,241,48,1
15,3,1,2,3,1,0,16699,234,35,1
16,1,1,7,2,1,1,18373,221,40,1
11,1,1,4,5,2,1,17255,208,59,0
14,4,1,4,4,1,1,19195,224,66,1
18,2,1,11,4,1,0,18924,212,60,1
16,3,1,2,5,1,0,17287,220,63,0
15,2,1,2,7,0,0,17333,225,44,0
13,3,1,11,8,1,0,16755,206,46,1
17,1,1,2,4,1,0,17316,235,47,0
29,0,0,5,6,0,0,17777,210,51,0
15,2,0,0,4,0,0,16815,230,52,0
16,0,1,7,4,1,0,16723,201,40,0
15,1,0,6,10,0,0,16243,147,40,0
105,1,1,6,6,1,1,17984,236,56,0
16,3,0,4,5,0,0,17322,203,48,0
18,2,1,18,6,2,1,21511,243,56,1
17,5,0,5,3,1,0,17788,230,45,1
12,1,0,6,8,1,1,19429,231,65,1
18,1,0,8,5,1,0,18105,192,46,1
13,14,1,6,2,0,0,19637,222,57,1
12,2,0,5,9,1,0,15901,188,44,1
24,4,0,7,5,2,1,18070,186,62,1
12,2,1,7,8,1,0,16837,193,48,0
20,3,0,3,8,0,0,15030,193,44,0
17,2,1,5,5,2,1,17245,203,56,1
14,3,1,2,5,0,0,17431,228,56,0
15,2,0,7,7,1,0,18323,207,52,0
14,2,1,6,4,0,0,18450,231,46,1
14,2,0,9,5,0,0,19592,225,48,1
20,5,0,4,9,1,0,17951,225,56,0
16,2,1,6,4,1,0,18300,215,51,0
18,3,0,7,7,0,0,18360,198,54,0
13,1,1,6,8,0,0,17371,197,50,0
14,0,1,5,7,0,0,16107,201,50,1
15,2,1,5,7,0,0,18136,206,71,0
16,0,1,5,9,0,0,16772,190,52,0
18,4,0,5,4,1,0,16908,187,56,1
60,8,0,5,8,0,0,18157,209,47,1
9,2,1,4,2,0,0,19704,214,70,0
17,3,0,4,1,1,0,18214,233,44,1
23,5,0,5,9,0,0,16561,194,50,0
8,1,1,9,8,1,0,17343,180,49,1
22,7,0,7,8,0,0,18967,246,48,0
15,5,1,5,6,0,0,17169,222,54,0
14,1,0,3,6,0,0,15064,197,32,1
18,2,1,16,10,1,0,17621,175,46,1
16,3,0,4,5,0,0,17114,200,56,1
15,3,1,9,1,0,0,19149,233,52,1
18,3,1,4,8,1,1,18154,210,58,1
12,3,1,6,4,2,1,18356,235,43,1
16,1,1,5,7,0,0,15070,153,44,0
14,0,0,5,8,0,0,17960,203,43,1
21,3,0,8,8,0,0,18246,213,53,0
94,3,1,6,9,1,0,16299,208,48,0
25,7,0,4,6,1,0,17317,235,53,1
19,3,0,6,10,1,0,16140,177,36,0
11,0,1,3,13,0,0,15314,174,36,0
12,5,1,7,3,0,0,19372,236,46,0
14,3,1,6,7,0,0,18042,232,47,0
19,3,1,4,9,0,0,16245,226,37,1
69,3,0,10,5,1,0,18540,231,39,1
15,4,1,6,7,0,0,16763,204,36,0
18,5,1,8,3,0,0,19605,251,59,1
17,1,0,9,4,1,1,20320,270,51,1
17,0,0,7,8,0,0,16832,191,44,0
11,5,1,9,7,0,0,17998,195,39,0
15,3,0,2,4,0,0,17855,219,56,1
16,8,0,6,3,1,1,19348,261,51,1
17,4,0,3,4,1,0,17455,207,69,1
17,3,1,12,10,1,0,15423,182,34,0
16,2,0,3,9,0,0,17220,206,67,0
15,5,1,8,4,1,1,20066,246,48,1
11,1,1,3,9,0,0,15475,212,48,0
11,1,1,6,9,1,0,16843,195,55,0
34,3,1,10,6,0,0,19488,197,67,1
14,4,1,5,7,0,0,17327,228,36,0
24,2,0,5,6,0,0,17916,220,59,0
16,3,1,3,9,0,0,16460,200,38,0
38,2,1,10,11,0,0,17562,149,48,0
16,2,1,5,4,1,0,17599,220,56,1
16,4,0,14,10,0,0,17648,180,28,0
14,7,0,6,6,1,0,18255,212,60,1
18,1,1,9,7,0,0,17468,207,63,1
36,3,1,6,3,0,0,18186,242,56,0
13,0,1,11,8,0,0,17107,183,48,0
15,3,1,10,4,2,1,19473,244,60,0
39,4,0,3,8,0,0,17625,232,44,0
17,4,1,6,3,1,1,18751,257,57,1
14,3,0,7,9,0,0,18568,221,59,0
19,4,0,8,14,1,1,17462,181,44,0
15,0,1,2,4,1,0,16402,211,44,1
16,2,1,6,0,0,0,18236,199,49,1
17,8,1,7,6,0,0,19067,231,55,1
15,3,0,9,4,1,1,20305,210,80,1
17,2,1,2,7,1,1,17627,224,52,0
30,5,1,5,7,0,0,16591,188,44,0
24,3,0,5,7,0,0,17291,227,40,0
13,2,0,3,5,0,0,18934,244,55,0
12,5,1,6,5,1,1,17866,225,36,1
14,4,0,5,5,1,1,18971,237,48,0
13,5,1,4,6,0,0,18330,252,56,1
12,1,1,7,9,0,0,19682,220,67,0
22,1,0,6,8,0,0,17647,220,52,1
14,2,0,3,10,0,0,17607,245,56,0
18,5,0,6,4,0,0,18708,224,44,1
15,0,1,9,7,0,0,18643,210,70,1
31,20,0,7,7,1,0,17688,192,60,0
37,2,1,10,8,1,1,19330,241,35,1
16,5,1,11,8,0,0,18508,218,52,0
11,2,1,10,4,0,0,19125,211,55,1
16,4,1,7,4,1,1,17121,214,36,1
14,3,0,9,9,1,0,17581,188,50,0
17,3,1,6,3,1,0,17323,230,56,1
18,3,1,8,7,1,1,20094,259,63,1
11,2,1,14,6,0,0,20108,215,36,1
18,4,0,3,7,1,0,17576,236,58,0
18,3,0,2,2,0,0,16396,208,47,1
58,4,1,16,6,2,1,19828,244,49,1
15,2,1,8,3,0,0,19519,247,56,0
30,10,1,15,7,2,1,18683,237,53,1
18,4,0,5,4,0,0,17469,239,44,0
16,2,0,6,5,0,0,19169,263,71,1
18,2,1,11,5,2,1,18246,213,44,1
14,3,0,6,6,0,0,19264,255,66,1
13,0,1,6,7,0,0,18041,234,54,0
17,7,0,9,5,0,0,18483,210,63,1
16,4,1,5,5,0,0,17955,239,56,1
10,4,0,7,9,0,0,16985,205,44,0
14,4,0,4,8,1,0,17666,218,52,1
18,1,1,11,7,1,0,17998,237,45,0
17,2,1,7,5,0,0,18682,229,58,0
14,0,1,8,8,2,1,17550,190,48,1
18,3,0,3,7,0,0,16596,202,44,0
14,3,0,5,10,0,0,16941,237,51,1
15,4,0,2,5,0,0,17765,249,51,0
14,5,1,7,8,1,1,18257,234,40,0
15,4,0,10,5,0,0,19474,201,62,1
14,1,1,11,3,1,0,19529,226,42,1
8,3,0,5,11,0,0,15775,173,40,0
12,3,0,3,8,0,0,17459,204,52,0
16,1,1,9,5,0,0,17756,183,48,1
19,7,1,3,4,1,1,17590,205,53,0
22,3,1,8,6,0,0,17719,223,39,1
18,4,1,8,6,2,1,20078,224,66,0
39,4,1,7,5,1,0,17732,261,47,0
12,2,0,7,5,0,0,19413,251,48,0
13,9,1,7,3,1,1,19205,228,44,1
15,2,1,5,6,0,0,18112,213,43,0
23,6,1,7,6,1,0,17534,226,53,1
17,6,1,12,11,0,0,18874,209,72,1
18,3,0,7,5,0,0,17494,191,51,1
38,2,1,3,5,0,0,15418,186,49,0
20,4,0,8,4,1,0,18601,229,50,1
76,2,0,10,9,0,0,18459,225,48,0
20,1,0,4,6,1,1,16644,220,44,0
17,4,0,9,5,0,0,18770,219,44,1
16,4,0,4,3,0,0,18085,238,41,1
16,2,1,14,3,0,0,18730,220,41,1
12,1,1,8,8,0,0,18675,198,52,0
12,2,1,7,2,0,0,19737,259,66,0
13,3,1,9,3,1,0,18687,220,48,1
34,2,0,4,5,1,0,18082,200,45,0
118,2,1,3,12,1,0,15937,207,38,0
38,5,0,8,3,1,0,19304,228,69,1
14,3,0,9,5,1,0,18277,213,44,1
18,5,0,10,4,1,0,18196,210,48,1
35,3,0,7,9,0,0,18618,233,42,0
15,2,0,11,9,1,1,18453,227,48,1
18,2,0,5,12,0,0,17043,207,40,1
14,2,1,13,7,1,0,19057,238,52,1
17,3,0,1,5,0,0,17674,231,59,0
17,2,0,8,10,0,0,17657,199,48,0
18,8,0,9,7,1,0,18474,215,58,1
110,3,0,2,3,0,0,18537,236,67,1
34,3,1,7,2,0,0,19906,246,64,0
14,1,1,5,2,1,0,18538,238,48,1
17,4,0,5,7,0,0,16502,210,44,0
24,2,0,3,3,0,0,17553,237,48,1
19,4,1,8,6,1,0,17114,205,48,1
16,2,0,7,5,1,0,17570,207,36,1
18,2,1,5,8,0,0,17294,218,40,1
15,2,1,3,7,1,0,17382,235,45,1
14,0,0,6,9,0,0,18554,205,68,0
19,2,1,7,8,1,0,16209,172,25,0
15,1,1,8,10,1,0,17898,193,59,1
16,3,1,10,4,1,0,18620,234,44,1
16,1,1,8,5,1,0,18171,224,43,1
34,2,0,7,3,1,1,20973,253,69,1
14,2,0,8,9,1,1,16191,182,36,0
15,1,0,10,5,1,0,20300,211,60,1
15,2,1,7,0,2,1,19185,256,67,1
14,2,0,3,4,1,1,19325,213,62,0
12,6,0,12,7,0,0,19472,219,40,1
15,4,1,7,5,0,0,18078,235,40,1
19,2,1,6,5,0,0,18504,201,46,1
14,0,0,7,13,0,0,17588,192,50,0
73,0,1,10,3,0,0,18640,216,41,1
16,6,0,1,2,1,0,16382,200,47,0
14,1,0,0,6,0,0,17265,221,52,0
16,2,1,5,11,1,0,14862,171,42,0
15,4,0,4,4,0,0,18215,224,63,0
19,4,0,8,5,0,0,19504,212,76,0
17,1,0,9,3,1,0,19263,245,56,1
14,3,1,4,8,0,0,18169,228,65,0
19,2,0,10,3,1,0,18502,226,44,1
22,3,1,12,3,1,0,18214,218,47,0
15,3,1,8,2,1,0,18740,205,51,1
15,2,1,9,6,1,0,19071,210,80,1
19,2,0,17,10,0,0,17394,205,23,1
40,1,0,1,7,0,0,17086,207,55,0
13,27,0,9,7,0,0,19569,239,41,0
16,0,1,5,3,0,0,17440,211,52,0
15,2,1,6,4,2,1,17328,223,48,1
25,2,0,8,4,2,1,18502,222,68,1
20,5,1,10,1,1,0,20241,260,43,1
13,1,0,8,5,2,1,19381,214,82,1
19,6,0,7,5,1,0,19539,234,59,1
27,2,0,5,4,0,0,16582,218,44,0
17,0,1,9,8,1,1,17509,202,49,1
15,4,1,16,6,0,0,20440,232,48,1
16,0,0,3,4,0,0,18395,235,42,0
45,2,0,5,8,0,0,17513,215,63,1
14,0,1,6,9,0,0,17419,208,43,0
17,5,0,7,4,1,0,19967,257,39,1
16,4,0,16,7,1,0,19812,192,44,1
13,3,1,5,6,0,0,19695,206,59,0
21,4,1,11,9,1,0,17184,191,36,0
14,2,0,6,13,0,0,16109,191,36,0
11,1,0,0,10,0,0,16182,177,56,0
16,3,1,4,9,0,0,18352,249,50,0
19,3,0,2,5,0,0,17578,252,52,1
15,1,1,11,4,0,0,17356,217,45,1
11,5,0,4,12,0,0,17326,227,55,1
25,2,0,5,10,0,0,16868,189,56,1
21,3,0,8,9,2,1,17858,217,44,0
23,1,1,5,11,0,0,16453,195,42,0
13,0,1,8,9,1,1,18068,190,55,1
15,1,0,5,4,0,0,16280,196,41,0
16,1,1,2,7,0,0,16340,242,43,0
15,1,1,8,7,2,1,19411,232,58,0
36,1,0,8,4,0,0,18992,214,52,0
20,5,0,14,8,0,0,18520,212,26,1
16,2,0,8,4,0,0,18528,209,51,0
40,3,1,4,8,2,1,16706,203,49,0
16,6,1,5,4,1,0,17409,191,65,1
56,2,0,6,2,1,0,18674,239,42,1
17,2,0,7,7,0,0,17858,227,51,1
13,4,0,2,6,1,0,17298,204,81,0
19,1,1,5,2,0,0,19176,235,61,1
9,2,0,6,8,0,0,17780,208,49,1
17,2,0,9,4,1,1,18509,230,44,1
20,5,1,9,4,2,1,19072,198,68,0
14,4,0,7,10,0,0,15533,163,40,1
18,3,0,3,7,0,0,17119,204,43,0
15,3,1,10,4,0,0,19016,206,55,1
18,6,0,8,9,1,1,17510,194,48,0
11,2,0,1,2,2,1,19052,253,68,1
8,2,1,7,2,1,0,19583,206,56,1
14,2,1,7,9,0,0,18691,230,52,0
90,8,0,2,10,1,1,17122,223,40,0
18,2,0,5,6,0,0,17244,157,64,0
17,3,1,4,7,1,0,18955,250,62,1
13,2,0,3,7,0,0,17502,211,45,1
13,3,0,5,10,0,0,17958,228,45,0
17,3,1,8,6,1,0,18469,199,46,1
17,5,1,5,12,0,0,15475,186,36,0
19,3,0,5,2,2,1,17985,218,61,1
17,3,0,3,4,0,0,17410,237,53,0
17,3,1,6,3,0,0,18045,241,45,1
11,3,1,12,3,1,0,19206,209,43,1
17,0,0,8,7,0,0,20037,252,66,1
35,1,1,8,7,1,0,18944,236,52,1
14,0,1,9,2,1,0,19826,272,51,0
13,2,0,3,5,1,0,18348,249,55,1
19,5,1,7,5,1,0,17623,220,52,1
19,4,0,5,10,1,1,16196,182,52,0
13,1,0,4,6,0,0,16647,216,32,1
19,2,0,4,6,0,0,16609,227,42,0
30,0,0,4,7,1,1,18774,228,76,0
44,3,1,4,7,1,0,17523,234,57,0
20,4,0,9,8,2,1,17809,207,48,1
15,2,0,5,7,0,0,18234,251,42,0
12,3,1,2,5,0,0,16175,192,31,0
15,1,1,8,9,0,0,16356,208,41,1
10,0,0,5,12,1,0,17799,219,59,1
14,1,0,11,11,0,0,17925,219,36,1
16,3,1,9,3,0,0,18043,204,59,1
16,6,0,7,8,1,1,18077,236,43,1
13,1,0,3,5,0,0,18174,206,62,0
16,3,0,6,6,0,0,17825,213,51,1
19,4,0,3,4,1,0,17456,243,45,0
16,3,0,5,7,1,1,18891,247,52,1
17,1,1,7,5,2,1,20568,218,56,1
15,1,1,4,8,0,0,16079,198,60,0
13,1,0,2,12,0,0,16214,167,55,0
19,4,0,1,6,0,0,16295,211,44,0
17,5,1,9,3,0,0,18209,236,32,1
18,0,0,4,10,1,1,17001,215,52,0
5,1,0,4,8,0,0,16539,191,52,1
16,3,1,6,4,1,0,18775,231,52,1
16,3,0,3,5,0,0,18436,252,53,0
11,3,1,4,9,1,0,16890,193,56,0
15,5,1,6,3,2,1,19425,263,54,1
13,7,1,10,9,1,0,18635,184,59,1
145,2,0,2,6,0,0,17156,219,44,0
14,4,1,5,5,1,0,16411,213,54,1
17,0,0,1,7,0,0,16595,211,48,0
46,3,0,8,6,0,0,18746,213,48,1
18,3,0,5,7,1,0,19103,206,80,1
17,5,1,7,3,0,0,17476,223,48,0
38,5,0,4,8,0,0,18739,219,50,0
14,4,0,1,12,0,0,15565,215,40,0
13,1,0,4,9,0,0,17610,205,48,0
16,1,0,4,7,0,0,18247,212,64,0
13,3,1,16,7,1,0,17806,191,46,1
18,9,1,9,1,1,0,18412,235,48,1
54,4,0,8,7,0,0,17876,193,44,0
15,1,1,7,2,2,1,20228,238,71,1
15,3,1,5,8,0,0,17744,228,68,1
14,2,0,4,15,0,0,15976,184,44,0
40,2,0,1,7,0,0,14201,171,30,0
76,1,0,4,11,1,1,16348,217,47,0
15,4,0,1,3,0,0,17168,262,40,0
19,5,0,7,6,1,1,16943,206,43,1
17,2,0,2,5,0,0,16832,210,47,0
13,1,1,4,6,0,0,16822,235,41,1
15,2,1,9,6,0,0,19442,220,53,1
48,2,0,1,3,1,0,18281,249,64,1
16,5,1,5,4,0,0,17807,225,40,1
13,4,1,3,7,1,1,16413,209,44,1
14,2,1,3,3,0,0,18235,247,60,1
16,1,1,8,2,1,1,19249,223,44,1
16,0,1,8,6,0,0,18842,213,52,1
19,6,0,4,5,1,1,18317,214,63,1
14,1,0,8,10,1,0,17910,205,44,0
19,4,1,9,7,0,0,18073,220,41,1
14,1,0,9,6,0,0,18731,225,34,1
18,2,1,12,11,0,0,18593,216,42,0
14,3,1,4,6,0,0,17024,201,32,1
18,5,1,9,4,0,0,19026,244,49,1
14,2,1,6,8,0,0,16789,197,45,1
38,1,1,7,5,1,0,18407,199,61,1
41,3,1,9,9,1,0,16803,199,38,0
13,2,1,9,5,0,0,19783,212,60,1
19,2,0,4,4,0,0,17603,225,51,1
18,1,0,4,5,1,0,16664,187,40,1
18,3,0,7,7,0,0,16364,202,44,0
16,3,1,3,3,1,0,17472,233,56,0
16,4,1,7,5,1,1,18144,246,51,1
18,2,0,8,2,1,0,19306,235,55,1
20,3,0,2,6,1,1,17895,238,41,0
19,5,1,6,9,0,0,17934,231,52,0
11,1,0,6,10,1,1,18754,221,46,1
16,2,1,6,3,1,0,19065,220,67,1
14,1,0,8,11,0,0,17229,198,44,1
17,1,1,1,3,0,0,18440,246,70,0
16,3,1,10,9,0,0,19036,239,47,1
19,3,0,4,3,0,0,18831,233,51,0
14,3,0,1,4,0,0,16900,238,36,1
11,4,0,5,9,0,0,16557,198,44,0
14,4,1,9,4,1,1,18414,223,58,1
12,3,0,4,6,0,0,17144,209,50,1
13,4,0,4,2,0,0,18310,233,52,1
15,3,0,7,11,0,0,17259,205,47,0
16,1,1,6,7,0,0,18587,212,55,0
16,0,1,8,5,0,0,17795,204,70,1
16,2,1,10,9,1,0,18673,229,50,1
53,1,0,7,7,1,0,18678,202,64,0
17,2,0,2,3,1,1,17580,217,51,0
21,5,1,10,3,1,1,19616,243,44,1
14,1,1,5,6,0,0,18268,221,53,1
22,2,0,7,6,0,0,17877,225,48,0
44,3,0,2,12,0,0,15844,195,38,0
19,3,1,5,5,1,0,17851,230,46,1
95,1,1,7,5,1,0,18073,216,55,1
9,1,0,1,1,0,0,17823,230,66,0
14,4,1,6,2,0,0,18741,225,40,1
88,2,0,4,3,0,0,19376,270,55,1
20,0,0,8,12,0,0,17100,206,59,0
86,6,1,9,6,1,1,18701,224,68,1
15,5,1,5,2,0,0,18682,231,60,1
15,2,0,4,3,2,1,17441,215,52,1
19,4,1,12,7,2,1,16753,150,50,0
18,2,0,5,5,0,0,16466,210,40,0
12,2,1,12,1,1,0,19291,185,55,1
14,1,1,7,6,1,0,18493,223,60,0
11,3,0,9,4,0,0,19265,223,52,1
20,1,1,6,1,0,0,18128,232,60,1
19,1,1,6,3,1,1,18330,238,56,0
14,1,0,9,6,0,0,16804,193,42,0
64,5,0,5,13,1,0,18107,197,64,0
34,3,0,4,9,0,0,15417,166,30,0
38,5,0,14,8,1,0,19846,239,55,1
12,3,1,5,6,1,0,18162,231,52,1
24,3,0,13,8,2,1,19749,239,67,1
14,1,0,4,4,1,1,17769,217,56,0
14,6,1,8,3,0,0,18800,210,43,1
50,1,0,9,11,1,0,16433,185,40,0
16,1,0,6,4,0,0,18219,211,59,1
16,1,1,8,7,0,0,17752,210,51,0
15,3,0,6,6,2,1,18702,208,63,0
15,7,0,8,12,0,0,17520,203,41,0
26,8,1,9,10,1,0,18561,253,51,1
18,0,0,5,6,1,0,18328,218,52,0
18,8,1,1,6,0,0,15362,204,45,0
17,3,1,8,5,1,1,17609,236,42,1
16,1,1,5,2,0,0,17792,234,39,1
16,1,0,4,4,0,0,18381,219,40,0
13,2,0,3,3,0,0,18284,213,48,0
16,1,0,2,9,0,0,15867,203,41,1
16,5,1,6,8,1,0,17016,215,57,0
17,4,0,5,11,1,0,17350,199,48,0
20,2,1,9,9,0,0,18159,189,49,1
14,4,0,8,4,1,1,19375,197,55,1
16,2,0,1,5,1,1,15728,187,40,0
15,2,0,6,10,0,0,16805,179,50,0
13,1,0,4,5,2,1,18352,228,47,1
21,1,0,2,5,0,0,18920,235,72,1
17,4,1,9,6,0,0,17022,220,28,1
48,4,1,4,2,1,0,18012,240,55,1
73,2,0,9,5,0,0,19495,213,52,1
13,6,0,5,6,1,0,17110,222,55,1
12,4,1,8,6,1,1,17507,225,38,0
37,3,1,2,2,1,1,18605,234,55,1
15,1,0,7,9,0,0,18791,237,52,0
13,3,1,7,6,0,0,17550,226,47,1
18,2,1,6,2,1,0,19642,248,52,1
15,0,0,2,10,0,0,15932,183,30,0
17,3,0,4,11,0,0,16862,189,43,0
18,2,1,9,3,1,0,19702,243,51,1
26,4,1,15,3,1,1,21701,238,59,1
44,2,1,7,5,2,1,17944,224,50,0
18,2,0,9,6,1,0,17869,235,40,1
15,3,0,3,3,1,0,19220,255,72,0
80,2,1,7,11,1,1,15750,198,36,0
14,5,0,4,5,0,0,16663,211,62,1
36,6,0,4,8,0,0,16491,190,36,0
79,1,0,3,7,0,0,17306,239,31,1
16,3,1,9,5,2,1,17878,201,57,1
15,2,1,6,4,0,0,18102,237,61,0
18,4,0,7,9,0,0,19029,227,48,1
12,1,0,5,4,1,1,18818,231,52,1
10,7,1,5,3,1,0,18919,218,45,1
18,5,1,8,6,1,0,18312,224,45,1
14,4,1,3,5,0,0,16201,223,44,1
13,6,1,7,5,1,0,18814,217,56,1
16,2,1,7,9,1,0,17943,223,38,0
16,0,1,4,8,1,0,15835,196,39,0
16,2,0,3,5,0,0,16609,236,40,0
15,2,0,5,5,1,1,18064,208,62,0
16,1,1,10,7,1,0,19294,209,63,1
15,5,0,6,7,0,0,19047,209,68,1
17,1,1,6,4,2,1,18964,239,56,0
15,2,0,4,6,0,0,18176,201,48,0
15,4,1,2,1,0,0,16983,246,51,0
16,3,1,7,11,0,0,18710,243,47,0
22,3,1,7,2,0,0,19694,231,56,0
61,6,1,6,4,0,0,18060,226,44,1
36,3,1,7,4,1,0,20518,234,68,1
14,2,1,10,2,1,1,19078,220,48,1
14,2,0,4,7,0,0,18247,235,54,1
18,4,0,10,6,0,0,18940,234,50,0
17,3,1,9,6,0,0,17545,202,42,0
16,2,0,11,4,0,0,19381,228,44,1
23,1,0,9,4,2,1,20134,234,75,1
18,3,0,3,10,0,0,16713,211,52,0
36,5,1,5,8,1,0,18166,211,60,0
20,6,0,4,7,0,0,18097,235,49,1
17,1,1,6,3,1,0,18738,239,44,1
11,2,0,8,6,0,0,19455,233,52,0
24,1,1,8,5,0,0,19422,238,55,0
14,2,1,8,4,0,0,17445,233,32,1
16,1,1,11,5,1,0,20286,245,60,1
20,2,0,1,5,0,0,17794,246,48,1
16,2,0,6,7,1,0,16901,182,56,1
17,3,1,11,8,0,0,17481,224,39,0
15,1,1,6,1,0,0,19043,269,52,1
18,3,1,5,6,1,1,16662,212,48,1
16,5,0,2,5,0,0,16878,233,46,0
12,2,1,7,10,1,1,16123,176,53,0
12,1,1,13,1,0,0,19768,249,44,1
16,4,1,10,3,1,0,18612,201,44,0
36,3,1,5,5,1,0,19492,225,61,1
42,1,1,12,11,1,0,18557,207,37,0
16,2,0,6,8,1,0,16073,208,39,0
10,1,0,1,8,0,0,15657,196,50,0
17,1,1,6,3,1,0,18392,215,52,1
51,0,1,11,4,1,0,18855,216,53,1
25,3,0,11,8,0,0,16963,193,48,1
15,4,0,4,9,1,0,17674,188,62,0
17,4,0,12,5,0,0,18625,239,43,1
18,2,1,7,8,0,0,17798,210,48,0
14,5,0,3,4,1,1,17968,235,49,1
105,2,1,9,5,1,1,19812,237,71,1
41,3,1,6,8,0,0,18380,234,52,0
125,0,1,4,5,1,0,17067,184,46,0
15,2,1,9,6,1,1,19700,225,40,1
78,3,1,7,7,0,0,17026,157,54,0
41,3,0,2,12,0,0,16856,221,54,0
18,2,0,3,4,0,0,16901,184,60,1
66,4,0,1,7,0,0,16567,229,47,0
12,4,0,10,12,1,0,18031,202,56,0
15,4,0,5,10,0,0,16412,169,50,0
14,3,1,8,4,1,0,16880,183,52,1
15,2,0,11,4,0,0,19952,231,59,1
22,6,1,5,3,1,0,17178,220,43,1
20,2,0,5,7,1,1,16329,215,64,1
15,1,1,1,2,1,0,17199,222,54,1
14,3,0,6,4,0,0,17029,193,42,0
15,1,0,2,8,1,0,18928,228,63,1
