1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
MAYDAN MAHZAM,ARAB D,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,OIL,2009.0,SECONDARY RECOVERY,MATURE,,,41.0,0.0,2009.0,30300.0,,1971.0,167283.0,OFFSHORE,115.0,206.0,7200.0,3623.0,7200.0,1976.0,2850.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6755.0,6870.0,7.0,685.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TAR MATSEALING FAULT,280.0,220.0,0.79,67.06,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,MOLDIC/VUGGY,20.0,500.0,,38.0,,0.4,1250.0,1.3,,1.5,541.0,,1.35,1583.0,,255000.0,,2300.0,1265.0,246.0,,,55.0,,44.3,,,,32.0,1966,DUMP FLOOD,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,GAS LIFT,,ACID WASH/FLOWING RATE CONTROL
MAYDAN MAHZAM,UWAINAT,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,GAS,2009.0,PRIMARY RECOVERY,MATURE,,,,0.0,,,,,,OFFSHORE,115.0,223.0,7950.0,4240.0,7950.0,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,7835.0,7950.0,7.0,940.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATESEALING FAULT,180.0,,,,CARBONATES,WACKESTONE/PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,15.0,200.0,,36.0,,,,0.0,,0.0,800.0,,,,,270000.0,,334.0,155.0,,,,20.0,73.0,,,,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,,SELECTIVE PERFORATION/SIDETRACKING
MCELROY,GRAYBURG,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,31.4289,-102.31,OIL,2011.0,SECONDARY RECOVERY,SECONDARY DECLINE,,,,5.0,2011.0,11694.0,97.0,1977.0,37601.0,ONSHORE,-2850.0,86.0,,1300.0,,1992.0,1100.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,2950.0,100.0,5.0,1600.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,,,,30.48,CARBONATES,WACKESTONE/PACKSTONE,FUSULINID/MOLLUSCS/OOLITE/PELOID,,INTERCRYSTALLINE,10.0,5.0,,32.0,,2.1,2.4,2.0,,6.5,300.0,,1.15,790.0,,70000.0,26.0,,,69.0,,6.0,22.5,,20.17,,,,,1964-01,CONTINUOUS WATER INJECTION/GAS RECYCLING,1992-01,THERMAL/MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP,,PROFILE MODIFICATION/STEP-OUT DEVELOPMENT DRILLING
MEANS,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.5066,-102.5313,OIL,2011.0,ENHANCED OIL RECOVERY,SECONDARY DECLINE,1000.0,720.00,465.0,10.0,2011.0,5821.0,95.6,1972.0,20749.0,ONSHORE,-3150.0,100.0,1250.0,1850.0,1250.0,1986.0,2250.0,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,4250.0,1100.0,1.5,600.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE/LAYER-CAKE,STRUCTURAL SADDLE/TIGHT CARBONATELATERAL DIAGENETIC CHANGE,230.0,150.0,0.65,45.72,CARBONATES,GRAINSTONE,OOLITE,,INTERPARTICLE,10.0,20.0,350.0,29.0,0.74,6.0,3.3,1.8,,0.0,230.0,,1.04,310.0,,24000.0,29.0,449.0,304.0,,,,67.7,,63.88,,,,0.42,1963,CONTINUOUS WATER INJECTION,1983,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP/HYDRAULIC JET PUMP,,RE-COMPLETION
MEDICINE POLE HILLS,RED RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,46.0882,-103.6623,OIL,2012.0,ENHANCED OIL RECOVERY,SECONDARY REJUVENATING,72.0,72.00,47.0,195.0,2012.0,5180.0,79.3,2012.0,5180.0,ONSHORE,-3150.0,230.0,6150.0,4120.0,6150.0,1982.0,2165.0,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,9399.0,,1.0,,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULT/TIGHT CARBONATELATERAL FACIES CHANGE,200.0,,,,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD/BRYOZOAN/CRINOID/TRILOBITE,,INTERCRYSTALLINE,15.5,6.9,,37.5,0.8,0.48,14.4,0.51,,0.0,525.0,,1.4,2231.0,9.0,56000.0,42.0,,,5.29,,15.0,46.2,,35.91,,31.0,0.102,0.33,,,1987-10,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/ACID FRACTURING,,ROD PUMP,,
MEDICINE RIVER,PEKISKO (PEKISKO I POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.8,-114.1,OIL,2006.0,SECONDARY RECOVERY,DECLINE,,85.00,,80.0,2006.0,633.0,82.0,1997.0,1273.0,ONSHORE,-3060.0,160.0,4127.0,2330.0,4127.0,,,GAS DRIVE,2222:TRUNCATION-EDGE,6900.0,3840.0,0.25,,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LABYRINTH,TIGHT CARBONATELATERAL DIAGENETIC CHANGE,165.0,,,10.67,CARBONATES,GRAINSTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,13.0,44.0,,25.0,0.78,,,0.0,,0.0,438.0,,1.25,,,,22.0,46.0,16.0,,,10.0,30.0,60.0,27.5,45.0,,,,,CONTINUOUS WATER INJECTION,,,DRILLING,INFILL WELL/HORIZONTAL WELL,,,,,
MEILLON,MEILLON-MANO,1P ,FRANCE,EUROPE,AQUITAINE,43.2746,-0.3078,GAS,2008.0,PRIMARY RECOVERY,DECLINE,,43.00,,100.0,2008.0,3334.0,,1972.0,48000.0,ONSHORE,-669.0,300.0,13500.0,6960.0,13500.0,1990.0,800.0,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,14153.0,13484.0,17.0,2789.0,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATENON-FRACTURED ZONE,1300.0,,,,CARBONATES,,ALGAE/CORAL/FORAMINIFERA/MOLLUSCS,TYPE II,INTERCRYSTALLINE/VUGGY,3.0,0.2,3.0,0.0,0.75,,,0.0,78.0,17.3,,,,,,150000.0,20.0,500.0,,,,,,70.0,,66.67,,,,,,,,OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,,,DEWATERING/SIDETRACKING
MESCALERO ESCARPE,BONE SPRING,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.7599,-103.613,OIL,2011.0,PRIMARY RECOVERY,MATURE,,,51.0,40.0,2011.0,,60.8,1988.0,3383.0,ONSHORE,-4100.0,171.11829404384963,,3214.947031476224,,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,5435.0,1335.0,3.0,90.0,PERMIAN,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/RESERVOIR BODY BOUNDARY,240.0,,,9.14,CARBONATES,PACKSTONE/BRECCIA,BRECCIA/INTRACLAST/PELOID,,INTERCRYSTALLINE/VUGGY/BRECCIA,5.8,15.0,,39.0,,0.88,17.0,0.0,,0.0,,,1.45,,,,35.0,,11.2,0.21,,,,,,,,,0.22,,,,,STIMULATION,,ACIDIZATION,,,,
MIDALE,CHARLES (MIDALE BEDS),1P ,CANADA,NORTH AMERICA,WILLISTON,49.4701,-103.4717,OIL,2008.0,ENHANCED OIL RECOVERY,SECONDARY PEAK OR PLATEAU,1000.0,480.00,270.0,30.0,2008.0,9306.0,92.0,1964.0,15270.0,ONSHORE,-2100.0,145.0,2500.0,2074.0,2500.0,1960.0,1060.0,GAS DRIVE,2211:REGIONAL SUBCROP,4400.0,2300.0,0.3,604.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/NON-FRACTURED ZONE,64.0,32.0,0.49,9.75,CARBONATES,PACKSTONE/GRAINSTONE,CRINOID/OOLITE,TYPE III,INTERPARTICLE/INTERCRYSTALLINE,20.0,7.0,,29.0,,3.4,3.0,12.44,,0.0,190.9,,1.12,725.0,,,38.5,515.0,214.0,58.0,,11.0,41.6,,30.29,,31.0,0.051,0.5,1962,CONTINUOUS WATER INJECTION,1984,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP,,
MILLS RANCH,HUNTON (CHIMNEY HILL-HENRYHOUSE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ANADARKO,35.3676,-100.0793,GAS,2012.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,28.0,19.00,,0.0,2012.0,20480.75,,1977.0,18837.0,ONSHORE,-2182.0,256.0,20136.0,9072.0,20136.0,,,GAS DRIVE,1111:THRUST ANTICLINE,19888.0,17700.0,20.0,2000.0,SILURIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,930.0,94.0,,28.65,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD,TYPE II,INTERCRYSTALLINE,6.0,7.0,,0.0,0.58,,,0.0,96.9,1.7000000000000002,,0.2,,,,,25.0,,74.18,,41.0,,,,,,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,,,SIDETRACKING
MINAGISH,MINAGISH OOLITE,1P ,KUWAIT,MIDDLE EAST,THE GULF,29.024,47.5783,OIL,2005.0,SECONDARY RECOVERY,PRIMARY REJUVENATING,,110.00,,240.0,2005.0,300000.0,,1967.0,95000.0,ONSHORE,-600.0,200.0,9422.0,4750.0,9422.0,1999.0,3800.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,9600.0,8990.0,4.0,961.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/TAR MATNONE,400.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,20.0,100.0,,34.0,,0.97,103.09,2.28,,0.0,600.0,,1.47,1615.0,,175000.0,14.0,5000.0,2200.0,,,,44.0,,10.0,,,,,1967-06,CONTINUOUS WATER INJECTION/GAS INJECTION,,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,
MISKAR,ABIOD,1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,6.00,6.0,240.0,2002.0,,,,,OFFSHORE,203.0,320.0,10007.0,6000.0,10007.0,,,GAS DRIVE,1212:HORST BLOCK,9213.0,9416.0,3.0,614.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,226.0,194.36,0.86,58.83,CARBONATES,WACKESTONE/PACKSTONE,COCCOLITH,,MICROPOROSITY,25.0,1.0,,0.0,,,,0.0,,29.48,,20.0,,,,,15.0,,,,,,,40.0,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MISKAR,ALEG (BIRENO),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS-CONDENSATE,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,1.00,1.0,0.0,2002.0,,,,,OFFSHORE,203.0,320.0,10007.0,6000.0,10007.0,,,GAS DRIVE,1212:HORST BLOCK,10702.0,10905.0,,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,128.0,49.92,0.39,14.94,CARBONATES,WACKESTONE/PACKSTONE,CALCISPHERE/PELOID,,MICROPOROSITY,13.0,0.1,,0.0,,,,0.0,,29.48,,55.0,,,,,40.0,,,,,,,40.0,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MISKAR,ALEG (R1 INFERIOR),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,3.00,3.0,240.0,2002.0,,,,,OFFSHORE,203.0,320.0,10007.0,6000.0,10007.0,,,GAS DRIVE,1212:HORST BLOCK,9967.0,10170.0,,656.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE,85.0,75.0,0.87,22.86,CARBONATES,WACKESTONE/PACKSTONE/GRAINSTONE,RUDIST,,INTERPARTICLE,14.0,5.0,,0.0,,,,0.0,,29.48,,16.0,,,,,10.0,,,,,,,40.0,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MISKAR,ALEG (R1 SUPERIOR),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,8.00,8.0,0.0,2002.0,,,,,OFFSHORE,203.0,320.0,10007.0,6000.0,10007.0,,,GAS DRIVE,1212:HORST BLOCK,9721.0,9924.0,,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,223.0,62.44,0.28,7.92,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,CRINOID/FORAMINIFERA,,MICROPOROSITY,11.0,0.1,,0.0,,,,0.0,,29.48,,16.0,,,,,23.0,,,,,,,40.0,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MUSPAC,UNNAMED,1P ,MEXICO,LATIN AMERICA,CHIAPAS-TABASCO,17.4791,-93.3753,GAS-CONDENSATE,2010.0,PRIMARY RECOVERY,DECLINE,31.0,23.00,15.0,51.0,2010.0,4000.0,,1996.0,55109.0,ONSHORE,-1300.0,228.0,8284.0,4495.0,7550.0,1998.0,2847.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,8680.0,7380.0,22.0,2050.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,SHALENONE,486.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,RUDIST,TYPE II,MOLDIC/CAVERNOUS,7.0,70.0,,51.0,,,,0.0,72.6,7.87,8595.0,54.0,,,,50000.0,15.0,883.0,522.0,,871.0,,,76.0,,47.97,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SELECTIVE PERFORATION/WATER CONING CONTROL
NAFT KHANEH-NAFT SHAHR,KALFUR/JERIBE/ASMARI,1P ,IRAN-IRAQ,MIDDLE EAST,ZAGROS,34.092,45.452,OIL,2004.0,PRIMARY RECOVERY,MATURE,,,6.0,600.0,2004.0,10000.0,,1955.0,22710.0,ONSHORE,-570.0,133.00492214297634,,2450.0,,1991.0,1712.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,2338.0,1768.0,20.0,1082.0,NEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATE/EVAPORITENON-FRACTURED ZONE,250.0,197.5,0.79,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,INTERPARTICLE,14.0,5.0,,42.0,0.66,2.48,2.01,4.1,,2.0,532.0,,,,14.0,,21.0,911.0,402.0,,,,40.0,88.0,33.93,29.57,,,,,,,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,
NAGYLENGYEL,MAIN DOLOMITE (HAUPTDOLOMITE),1P ,HUNGARY,EUROPE,PANNONIAN,46.7786,16.7947,OIL,2003.0,SECONDARY RECOVERY,,,,,0.0,2003.0,,,,,ONSHORE,-500.0,255.0,7513.0,3350.0,7513.0,,,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6500.0,6000.0,,535.0,TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE/NON-KARSTIC ZONE,,,,,CARBONATES,MUDSTONE,,TYPE I,VUGGY/CAVERNOUS,1.4,,3600.0,22.0,,50.0,,1.25,,0.0,25.0,,,,59.0,,,,,,,,,,,,,,,1988-10,CO2 IMMISCIBLE INJECTION,,,,,,,,,
NAGYLENGYEL,UGOD,1P ,HUNGARY,EUROPE,PANNONIAN,46.7786,16.7947,OIL,2003.0,SECONDARY RECOVERY,,,,,0.0,2003.0,,,,,ONSHORE,-500.0,237.0,6693.0,3002.0,6693.0,,,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6100.0,5600.0,9.0,1115.0,CRETACEOUS,13:ORGANIC BUILDUP,LABYRINTH,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE/NON-KARSTIC ZONE,1300.0,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,TYPE I,CHANNEL/CAVERNOUS,2.1,,,22.0,,19.0,,1.25,,0.0,25.0,,,,59.0,,,,,,,,,,,,,,,1988-10,CO2 IMMISCIBLE INJECTION,,,,,,,,,
NAGYLENGYEL,UGOD-MAIN DOLOMITE,1P ,HUNGARY,EUROPE,PANNONIAN,46.7786,16.7947,OIL,2006.0,SECONDARY RECOVERY,TERTIARY MATURE,,324.00,,0.0,2006.0,751.0,91.9,1955.0,22530.0,ONSHORE,-500.0,255.0,7513.0,3350.0,7513.0,,,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6100.0,5600.0,,1115.0,CRETACEOUS/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE/NON-KARSTIC ZONE,,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,TYPE I,CHANNEL/VUGGY/CAVERNOUS,1.7,,3600.0,22.0,,50.0,,1.25,,0.0,25.0,,,,59.0,,,275.0,151.25,15.0,,,55.0,,49.6,,45.0,0.139,,1988-10,CO2 IMMISCIBLE INJECTION,,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,ROD PUMP,,
NAGYLENGYEL,UGOD-MAIN DOLOMITE (BLOCKS I-IV),1P ,HUNGARY,EUROPE,PANNONIAN,46.7786,16.7947,OIL,2002.0,SECONDARY RECOVERY,SECONDARY MATURE,,105.00,,0.0,2002.0,380.0,87.1,1955.0,18873.0,ONSHORE,-500.0,237.0,6693.0,3002.0,6693.0,,,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6100.0,5600.0,9.0,1115.0,CRETACEOUS/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE/NON-KARSTIC ZONE,,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,TYPE I,CHANNEL/VUGGY/CAVERNOUS,1.0,,3800.0,16.9,,19.0,,1.25,,0.0,25.0,,,,59.0,,,102.5,55.9,3.9,,,54.5,,50.73,,57.0,-0.032,,1988-10,CO2 IMMISCIBLE INJECTION,,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,ROD PUMP,,FLOWING RATE CONTROL/HIGH GOR WELL SHUT-IN
NAHR UMR,MISHRIF,3P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,30.62,47.68,OIL,2009.0,DEVELOPMENT PENDING,,,,,0.0,2009.0,,,,,ONSHORE,-10.0,182.76028623572114,,3760.641884711806,,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6381.0,6371.0,8.0,279.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,260.0,52.0,0.2,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,14.5,,,21.5,,,,0.0,,0.0,,,,,,,,1480.0,370.0,,,,25.0,,,,,,,,,,,,,,,,,
NAHR UMR,YAMAMA,3P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,30.62,47.68,OIL,2009.0,DEVELOPMENT PENDING,,,,,0.0,2009.0,,,,,ONSHORE,-10.0,223.458032724642,,5668.266493221395,,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,9688.0,9678.0,8.0,197.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,,TIGHT CARBONATENONE,1150.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,12.5,74.0,,42.0,,,,0.0,,0.0,,,,,,,,13400.0,5100.0,,,,38.0,,,,,,,,,,,,,,,,,
NASSER,ZELTEN,1P ,LIBYA,AFRICA,SIRT,28.9056,19.7983,OIL,1997.0,PRIMARY RECOVERY,MATURE,258.0,187.00,131.0,560.0,1997.0,45000.0,90.0,1969.0,568247.0,ONSHORE,-430.0,170.0,5200.0,2457.0,5200.0,1980.0,2280.0,AQUIFER DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,5430.0,5000.0,2.0,340.0,PALEOGENE,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,STRUCTURAL SADDLE/TIGHT CARBONATELATERAL FACIES CHANGE,,300.0,,36.58,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA,,MOLDIC/VUGGY,22.0,1500.0,,39.0,0.94,4.0,375.0,0.23,,0.0,500.0,,,1500.0,,11000.0,,6470.0,2500.0,74.0,,38.6,38.6,,37.5,,,,13.4,,,,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,GAS LIFT,,ACID WASH
NATIH,NATIH,1P ,OMAN,MIDDLE EAST,FAHUD SALT,22.4333,56.7167,OIL,2008.0,SECONDARY RECOVERY,MATURE,,147.00,35.0,60.0,2004.0,29390.0,56.0,1970.0,99729.0,ONSHORE,-690.0,174.0,,1263.0,1733.0,2008.0,870.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,2422.0,1732.0,3.0,729.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENON-FRACTURED ZONE/SEALING FAULT,1325.0,440.0,0.33,,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA/RUDIST,TYPE III,MICROPOROSITY,19.0,2.6,3100.0,30.0,,1.5,1.73,1.2,,0.0,56.0,,1.17,1095.0,,,,3000.0,630.0,106.0,,,21.0,,17.47,,29.0,0.05,8.29,1972,CONTINUOUS WATER INJECTION/GAS RECYCLING,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,ESP/GAS LIFT,,GAS CONING CONTROL/RE-COMPLETION/RE-PERFORATION
